Date/Time,ISS Latitude,ISS Longitude,MI_X (µT),MI_Y (µT),MI_Z (µT),Tot_MI,Temperature (°C)
22:18.7,-29.82880214,22.98653208,7.601631641,28.77227974,39.27655029,48.7656961,29.9527
22:29.2,-30.32335224,23.52845124,7.53949976,28.73448944,39.31183243,48.77120618,29.9527
22:39.6,-30.77063059,24.02626104,7.699053764,28.68459702,39.24879074,48.69263532,29.9708
22:50.1,-31.26001706,24.57965833,7.801358223,28.73489952,39.30029678,48.76483503,29.9527
23:00.6,-31.70246647,25.08814713,7.768351555,28.65893173,39.19190598,48.63237824,30.097
23:11.2,-32.18638878,25.65356215,7.875252724,28.5336895,39.27887344,48.62999679,29.9888
23:21.6,-32.62372921,26.17322343,7.921456814,28.47342873,39.37609863,48.67375827,29.9708
23:32.1,-33.1018766,26.75120087,7.920781612,28.65659714,39.52573776,48.90199676,29.9167
23:42.6,-33.53382118,27.28253323,8.126991272,28.56368446,39.56689453,48.88302573,29.8626
23:53.1,-34.00586239,27.87362634,8.096168518,28.72378159,39.4299736,48.86588396,30.0248
24:03.6,-34.43210034,28.41713694,8.243412971,28.62234879,39.83166504,49.13291975,29.8986
24:14.1,-34.89769385,29.0219075,8.32844162,28.6666851,39.82443619,49.15376887,29.8806
24:24.5,-35.31790758,29.57810688,8.573210716,28.89116096,39.82910538,49.2912774,29.9347
24:35.0,-35.77669138,30.19711668,8.644114494,28.96531296,39.88676071,49.38205291,29.8265
24:45.5,-36.19054279,30.76651881,8.658708572,28.96898079,39.90408707,49.39834735,29.8626
24:56.0,-36.64214124,31.40033305,8.736745834,28.94207954,40.14083481,49.57486594,29.8986
25:06.6,-37.0492854,31.9834502,8.766284943,29.05089378,40.25280762,49.7293599,30.0068
25:17.1,-37.49329892,32.63263578,8.690618515,29.07709122,40.44044876,49.89586905,29.9527
25:27.6,-37.89336359,33.2299768,9.01485157,29.12683296,40.41155243,49.90471741,29.9888
25:38.0,-38.32938579,33.89508696,9.137923241,29.23070717,40.3523674,49.91879125,29.9347
25:48.5,-38.72198848,34.50716071,9.330746651,29.63302422,40.50824356,50.28284665,29.8626
25:59.0,-39.14958223,35.1887487,9.440648079,29.77625656,40.29062653,50.19363195,29.8445
26:09.6,-39.53432337,35.81604352,9.661765099,29.77553368,40.32924652,50.22641034,29.9167
26:20.1,-39.9530447,36.5146421,9.981787682,29.94172859,40.42821884,50.4076361,29.9708
26:30.5,-40.32950424,37.15763952,10.27271175,29.88248825,40.53414536,50.4604078,29.9888
26:41.0,-40.73888187,37.87376095,10.46030712,29.98722649,40.837677,50.76819794,30.0429
26:51.5,-41.1066295,38.53291518,10.60470295,29.89191055,40.71341324,50.61336816,29.9708
27:02.0,-41.50617508,39.26705465,10.69839096,30.07496452,40.69140625,50.70495464,29.9167
27:12.6,-41.86476001,39.942796,10.86990452,30.34403038,40.65932465,50.84103426,29.9167
27:23.0,-42.25397151,40.6954043,11.24868488,30.53910065,40.55962372,50.8819067,30.0068
27:33.6,-42.60292587,41.38812892,11.56228542,30.6723671,40.50960159,50.92528066,29.9527
27:44.1,-42.98127737,42.15962269,11.77880383,30.89783287,40.46697617,51.02970743,30.0068
27:54.5,-43.32011623,42.86969257,12.10090542,30.95770645,40.4299736,51.03982033,29.9888
28:05.1,-43.68707155,43.66043723,12.19440651,31.18859673,40.31370926,51.08931519,29.9347
28:15.6,-44.01529971,44.38815632,12.57971764,31.49790573,40.38388824,51.33766856,29.9167
28:26.0,-44.37030221,45.19845923,12.60709667,31.70459938,40.35964584,51.44598848,29.9888
28:36.6,-44.68740398,45.94407341,12.88672733,32.0471611,40.14263916,51.49115206,29.8986
28:47.0,-45.02988333,46.77417704,13.25885487,32.14340591,40.27429962,51.65729966,30.0248
28:57.5,-45.33534305,47.53787415,13.31069183,32.21900177,40.16678238,51.62116982,29.9347
29:08.1,-45.66471868,48.38793901,13.43386555,32.34040833,40.03990173,51.59970549,29.9708
29:18.5,-45.95799334,49.16982491,13.52542686,32.53342056,39.94422913,51.64775233,29.9708
29:29.0,-46.27367444,50.03991929,13.88929844,32.78475189,39.96263504,51.82413969,29.8986
29:39.5,-46.55422787,50.84001107,14.31153107,33.02914429,39.92947769,51.95766635,29.8986
29:50.0,-46.85561339,51.73010766,14.50430584,33.31741714,39.74738312,52.00393308,30.0248
30:00.5,-47.12289918,52.548337,14.86412525,33.50531769,39.69299316,52.08650636,29.9708
30:11.1,-47.40938463,53.45829237,15.17626476,33.70081711,39.50527954,52.07291475,29.9888
30:21.6,-47.66284954,54.29447145,15.4028244,34.09941483,39.50435257,52.33322833,30.0789
30:32.1,-47.93383388,55.22402604,15.73962402,34.46164322,39.33559036,52.44647888,29.9888
30:42.5,-48.1729349,56.07786116,15.83956146,34.73685455,39.24024582,52.55744969,29.8986
30:53.0,-48.42781706,57.02661883,16.00657463,34.89362717,39.21009064,52.64031724,30.0068
31:03.6,-48.65201119,57.8976831,16.39686584,35.33652115,39.19126129,52.92467812,29.9888
31:14.0,-48.89020038,58.8651111,16.70160866,35.43808365,38.94094849,52.81057518,30.0248
31:24.5,-49.09895145,59.7528581,16.81260109,35.80255508,38.89522552,53.02333562,30.0248
31:35.0,-49.31986709,60.73827682,17.042593,36.19931412,38.80735779,53.23010383,29.9167
31:45.5,-49.51265943,61.64200647,17.2852211,36.35834122,38.65254974,53.22812977,29.9708
31:56.0,-49.697679,62.55307174,18.15769005,36.65040207,38.53115845,53.34847545,30.0248
32:06.5,-49.89208326,63.56346845,18.40485001,36.77297592,38.20214462,53.19831259,30.0429
32:17.0,-50.07680573,64.58219117,18.57025528,36.90466309,38.14884567,53.25278245,29.9888
32:27.5,-50.2362121,65.51526331,18.80328751,37.10980225,38.16646194,53.40991975,29.9527
32:38.0,-50.38739834,66.45470802,18.96534538,37.49979019,38.14748764,53.66964154,29.9167
32:48.5,-50.54409654,67.49513708,19.1784668,37.90759659,37.73846054,53.66894586,30.0609
32:58.9,-50.67771553,68.4470742,19.36546898,38.23284912,37.65307617,53.84115866,30.0248
33:09.4,-50.81486573,69.50052843,19.49010849,38.49374008,37.4806633,53.90786821,30.0248
33:20.0,-50.93052473,70.46363974,19.89246941,38.83889008,37.35954666,54.07483313,30.0789
33:30.4,-51.04772395,71.52860967,20.02617455,39.01157761,36.97111511,53.93322459,30.0248
33:40.9,-51.14507464,72.50144717,20.36709976,39.15193558,36.67015076,53.83252842,29.9708
33:51.4,-51.24197112,73.57627989,20.48637772,39.50915146,36.30939865,53.85008688,29.9527
34:01.8,-51.3207232,74.55729313,20.61519432,39.81070328,36.22632599,54.01716379,29.9708
34:12.4,-51.39701299,75.64021962,20.95608139,39.9537735,35.8110733,53.84879822,29.9888
34:22.9,-51.45691717,76.62775569,21.22173119,40.28757095,35.65474701,53.99602845,30.0609
34:33.4,-51.51236464,77.71691132,21.35001755,40.56754684,35.3879776,54.03133196,30.0248
34:43.9,-51.55323308,78.70923535,21.85234642,40.76906586,35.09405518,53.99594231,29.9708
34:54.3,-51.58766407,79.80268034,22.03367424,41.04683304,34.65410614,53.9238653,29.9708
35:04.9,-51.60936699,80.79798916,22.36061096,41.29493713,34.18742371,53.81832758,29.9708
35:15.4,-51.62266537,81.89372226,22.66675186,41.28474808,33.65826797,53.47874511,30.0429
35:25.8,-51.62513107,82.89019222,23.06975937,41.62366867,33.24530792,53.48691477,29.9167
35:36.3,-51.61725927,83.98618486,23.30796814,41.87386322,32.79427338,53.40592435,29.9347
35:46.8,-51.60048092,84.98196497,23.5529995,42.04985809,32.69843674,53.48767456,29.9527
35:57.3,-51.57145944,86.07618177,23.92541122,42.25050735,32.48612213,53.5198927,29.9888
36:07.8,-51.53549508,87.06944154,24.13318253,42.4522171,32.17759705,53.49506212,29.9708
36:18.3,-51.48541955,88.15988124,24.43151093,42.60699081,31.62289619,53.28972453,29.9167
36:28.8,-51.43037847,89.14879701,24.56784821,42.62516785,31.19667625,53.05379714,30.0248
36:39.3,-51.3594128,90.23349935,24.84217262,42.94661331,31.06337929,53.23708576,30.0609
36:49.8,-51.28547259,91.21632942,24.90487862,43.08840561,30.73032951,53.15890075,29.9708
37:00.3,-51.19383194,92.29340244,24.9313221,43.46810532,30.12569046,53.12216795,29.9527
37:10.8,-51.10122482,93.26847342,25.10246086,43.61197662,29.61525726,52.95441841,29.9888
37:21.3,-50.98919948,94.33612078,25.12054443,43.67247391,29.19774437,52.77228248,29.9347
37:31.7,-50.87820549,95.30184806,25.21015358,43.68651199,28.68876076,52.5049186,30.0789
37:42.2,-50.74613353,96.35838953,25.45885849,43.72866058,28.38521385,52.37723723,30.0429
37:52.7,-50.61708735,97.31330461,25.71095848,43.81866837,27.91677094,52.20280409,30.0248
38:03.2,-50.46536153,98.35718975,25.81571388,43.92690659,27.21812057,51.92508954,30.0248
38:13.7,-50.31864224,99.29994027,26.05023003,44.07881165,26.69753075,51.7856159,30.0068
38:24.2,-50.14770309,100.3297552,26.16707993,44.1554184,26.55784988,51.78018389,29.9708
38:34.7,-49.98372733,101.2591186,26.33248711,44.31746674,26.32758713,51.80262724,29.9888
38:45.1,-49.79404956,102.2735997,26.47222137,44.49245453,26.02346611,51.80030424,30.0248
38:55.6,-49.61327153,103.1885036,26.43576431,44.59568024,25.61013031,51.68258154,29.9708
39:06.1,-49.4053674,104.1865513,26.44473648,44.68335342,25.27561378,51.5936378,29.9708
39:16.7,-49.20826521,105.0860599,26.49545479,44.68508911,25.05509949,51.48796611,30.0068
39:27.1,-48.98268114,106.0667111,26.47446823,44.55315781,24.545578,51.12674191,30.0789
39:37.6,-48.76975682,106.9500322,26.5641861,44.71678543,24.06897926,51.04381303,29.9708
39:48.1,-48.5270563,107.9125015,26.68486023,44.82514572,23.45944595,50.85591562,30.0429
39:58.6,-48.29883236,108.7789793,26.75476837,44.68077087,23.09872246,50.56359395,29.9888
40:09.2,-48.03959594,109.7226245,26.77510071,44.79126358,22.79227257,50.52247107,29.9888
40:19.7,-47.79661196,110.5717468,26.70547485,44.89315796,22.23201561,50.36232346,30.0068
40:30.1,-47.5214373,111.4960627,26.56377983,44.94220734,21.75292015,50.19517223,29.9888
40:40.6,-47.26423287,112.3274333,26.48287392,45.08823776,21.3087883,50.13478351,29.9888
40:51.1,-46.9737176,113.2320713,26.5800705,45.08546066,20.60343933,49.83754153,29.9888
41:01.6,-46.70284254,114.0454308,26.62491035,44.98690033,20.36312103,49.64980171,30.0429
41:12.1,-46.39759456,114.9301588,26.69049454,45.02656937,19.97846985,49.53000809,30.0068
41:22.6,-46.11359871,115.7253568,26.77731323,44.85474014,19.73043633,49.27489365,29.9167
41:33.1,-45.79421565,116.5900587,26.59088898,44.99773407,19.33942223,49.24835238,29.9888
41:43.5,-45.49764542,117.3670474,26.2720108,44.97893524,19.15635872,49.15630891,29.9888
41:54.0,-45.19527978,118.1353617,26.1264286,44.78245163,18.85557365,48.85823432,29.9708
42:04.5,-44.85612332,118.9705436,26.09114838,44.76596832,18.29576111,48.62939381,29.9708
42:15.0,-44.54197218,119.7207442,26.0060482,44.75891495,17.95379829,48.49438513,30.0248
42:25.4,-44.19014914,120.5360776,25.92726707,44.70827866,17.70153809,48.3539233,29.9527
42:35.9,-43.86474527,121.2683285,25.81345177,44.62950134,17.35744667,48.15482112,29.9708
42:46.4,-43.50082596,122.0640319,25.53450012,44.55753326,17.21192932,48.03289271,29.8626
42:56.9,-43.16468161,122.7785653,25.36143112,44.39208221,17.11867332,47.84419893,30.0248
43:07.4,-42.7892227,123.5549256,25.22621155,44.27143097,16.88847542,47.64878187,30.0429
43:17.9,-42.4428399,124.252042,25.1910038,44.02810669,16.45499611,47.26977977,29.9347
43:28.4,-42.05639121,125.0094143,25.04948807,43.88042068,16.02983284,46.98400098,29.9527
43:38.9,-41.7002549,125.6894553,24.86940956,43.74121857,15.52379894,46.68138756,29.9888
43:49.3,-41.30333895,126.4282495,24.73905182,43.59539795,15.26230145,46.45681457,29.9888
43:59.8,-40.93792383,127.0915838,24.67666817,43.38266754,14.94484138,46.15279835,30.0248
44:10.4,-40.53105287,127.8122508,24.2602253,43.11671448,14.5796566,45.78075665,29.9888
44:20.9,-40.15680973,128.4593156,24.1033268,42.89114761,13.9577446,45.37149441,29.9888
44:31.4,-39.74047214,129.1623196,24.04295731,42.61936188,13.53082848,44.98373354,30.0068
44:41.9,-39.35784494,129.7935657,23.88521004,42.51562119,13.38570499,44.84016451,30.0429
44:52.4,-38.9325154,130.4794396,23.59466171,42.37918854,13.09997559,44.6228601,30.0068
45:02.9,-38.54192079,131.0953315,23.30179214,42.20385742,12.69053936,44.33415346,30.133
45:13.4,-38.10805351,131.7645944,23.07096291,42.15926361,12.38952255,44.20378649,30.0789
45:23.9,-37.70989788,132.3656374,22.68533897,41.99183655,11.96219349,43.92144976,30.097
45:34.4,-37.26793,133.0188084,22.51094246,41.76042557,11.53096867,43.58219045,30.115
45:44.8,-36.86259925,133.6054943,22.38990593,41.37125397,11.47327423,43.19266815,30.0429
45:55.3,-36.41294741,134.2431744,22.05505753,41.17733383,11.02534676,42.88573364,30.0068
46:05.8,-36.00081379,134.8160087,21.7521553,40.91585541,10.59635162,42.52225355,30.133
46:16.3,-35.54387755,135.4387307,21.31198311,40.70929718,10.33226299,42.25298236,30.0068
46:26.8,-35.12529966,135.9982325,21.04661751,40.42414474,10.21813011,41.94720824,30.097
46:37.3,-34.66145809,136.6065701,20.72004509,40.20334625,10.11736107,41.70599585,30.115
46:47.8,-34.23677059,137.1532585,20.33884239,39.96709442,9.833265305,41.40532074,30.0068
46:58.3,-33.76639254,137.7477718,19.4354248,39.81513596,9.550298691,41.18116901,30.133
47:08.8,-33.33591987,138.2821521,19.20595551,39.63522339,9.471705437,40.98621832,30.1511
47:19.3,-32.85935366,138.8634149,19.00040627,39.49801254,9.164107323,40.78080755,30.0429
47:29.7,-32.42340659,139.385979,18.70929337,39.3850174,8.735447884,40.57335256,30.1691
47:40.2,-31.94098009,139.9545376,18.4136734,39.23865891,8.558535576,40.38978283,30.0609
47:50.7,-31.49985574,140.4658182,18.08030319,38.99326324,8.449449539,40.1241583,30.133
48:01.2,-31.01188653,141.0222055,17.7598877,38.68001938,8.157420158,39.75483984,30.0789
48:11.8,-30.56586493,141.5226807,17.3990593,38.62203217,8.089946747,39.68006636,30.0609
48:22.3,-30.07266039,142.0674703,17.05357742,38.28403091,7.840798855,39.29629406,30.1511
48:32.7,-29.62200792,142.5576183,16.71034622,38.15479279,7.863773346,39.17062024,30.1511
48:43.2,-29.12385149,143.0913156,16.50883293,37.80295944,7.695942879,38.79175315,30.1691
48:53.7,-28.66882429,143.5716282,16.12792206,37.51878357,7.647264957,38.50022992,30.1691
49:04.2,-28.1659943,144.0947524,15.80610561,37.20200729,7.453498363,38.14905097,30.133
49:14.7,-27.70684166,144.5656803,15.48104477,36.97105789,7.634794235,37.95563528,30.0248
49:25.2,-27.19959766,145.0787504,15.08121109,36.72725296,7.487083435,37.68326869,30.097
49:35.7,-26.7365484,145.5407581,14.67374325,36.55600739,7.373761654,37.48850197,30.097
49:46.1,-26.22514482,146.0442523,14.27517223,36.30121994,7.443552017,37.24862693,30.1871
49:56.6,-25.75842433,146.4978042,13.70054817,36.06803894,7.259932518,36.97716324,30.0789
50:07.2,-25.24309851,146.9922143,13.38628387,35.70485687,7.056566715,36.57893139,30.1511
50:17.7,-24.77291853,147.4377065,13.04983711,35.30777359,7.117352009,36.19869352,30.0429
50:28.2,-24.253901,147.9235106,12.69334412,34.85094833,7.018843651,35.72878545,30.133
50:38.7,-23.78046302,148.3613803,12.15380096,34.38212967,6.934013844,35.24720116,29.9888
50:49.1,-23.25797404,148.8390291,11.69651318,34.15937042,6.940986156,35.02479678,30.1871
50:59.6,-22.78147614,149.2696999,11.29447556,33.96501923,6.869671345,34.81536142,30.1691
51:10.2,-22.25572233,149.7396442,10.89616394,33.56211853,6.997488499,34.44236939,30.115
51:20.6,-21.77635062,150.1635121,10.31280136,33.41902542,6.880757809,34.27081688,30.097
51:31.1,-21.24753518,150.6261754,10.62407112,33.27615738,6.848045826,34.12949535,30.0609
51:41.6,-20.76546896,151.0436229,10.06396484,32.89162064,6.891409397,33.75520991,30.1691
51:52.1,-20.23378313,151.4994424,9.615008354,32.56206894,6.731833935,33.39492372,30.1511
52:02.6,-19.74919316,151.910852,9.134551048,32.19268417,6.741736889,33.02960008,30.1691
52:13.1,-19.21482478,152.3602375,8.700723648,31.78566551,6.595619202,32.59649442,30.1511
52:23.6,-18.72787669,152.7659781,8.094878197,31.51346779,6.819152832,32.36810738,30.097
52:34.1,-18.19100162,153.2093257,8.16900444,31.0960331,6.983295918,31.99841716,30.2052
52:44.6,-17.70185421,153.609766,7.525767803,30.94816399,6.737817287,31.79170967,30.097
52:55.0,-17.16264663,154.0474718,6.794453621,30.57341194,6.660648823,31.39892059,30.1871
53:05.6,-16.67145187,154.4429534,6.239394665,30.36392403,6.412581921,31.1340406,30.0609
53:16.0,-16.130074,154.8754137,5.575599194,29.82732201,6.297885418,30.57626691,30.1691
53:26.5,-15.63698215,155.2662781,4.982673168,29.47772026,6.243121624,30.21415616,30.1871
53:37.0,-15.09359621,155.6938479,4.509263515,29.31032562,6.330498695,30.0612652,30.1871
53:47.5,-14.59874729,156.0804366,3.986649513,28.84576797,6.476381779,29.63120822,30.1511
53:58.0,-14.10311206,156.4651129,3.363790989,28.39757919,6.792201996,29.25611565,30.1691
54:08.5,-13.55704099,156.8861258,2.912682772,28.11227036,6.831290245,28.98066517,30.1691
54:19.0,-13.01009567,157.3049939,2.444741726,27.75596237,6.862337589,28.63441751,30.1871
54:29.5,-12.5121467,157.6840148,1.929848313,27.41586494,7.123675823,28.36029366,30.2773
54:40.0,-12.01353692,158.0614237,1.606452823,26.979702,7.130977631,27.93495328,30.2773
54:50.5,-11.46433933,158.4747731,1.097448111,26.87085724,7.213341713,27.8419237,30.2232
55:01.0,-10.96443779,158.8490128,0.720063508,26.53523827,7.327203274,27.541366,30.3133
55:11.5,-10.41388783,159.2590564,0.197531268,26.28163147,7.28556776,27.27638505,30.2592
55:22.0,-9.912820028,159.6304275,-0.290982306,25.95557785,7.319985867,26.96262658,30.2412
55:32.4,-9.361053441,160.0374931,-0.914725065,25.47806549,7.434075832,26.52324602,30.133
55:42.9,-8.858941476,160.406296,-1.353086114,24.97668266,7.572229385,26.07336282,30.2773
55:53.4,-8.306092304,160.8106978,-1.948558211,24.48805046,7.975475788,25.71622584,30.3133
56:04.0,-7.803054848,161.1772468,-2.617360592,24.12305641,8.11386013,25.39959087,30.1511
56:14.4,-7.249253719,161.5793127,-3.198191881,23.89995575,8.031004906,25.14968653,30.1691
56:24.9,-6.74540902,161.9438808,-3.654361486,23.51770782,8.210364342,24.83622963,30.2592
56:35.4,-6.190783999,162.3439387,-3.995530367,23.26189423,8.478752136,24.67811643,30.2232
56:45.9,-5.686247317,162.706813,-4.174991608,22.97207832,8.461434364,24.39543528,30.2953
56:56.4,-5.130923482,163.1051769,-4.697865486,22.45801544,8.546542168,23.93131787,30.3494
57:06.9,-4.625808795,163.4666442,-5.145296097,22.04127121,8.704991341,23.58917579,30.1691
57:17.4,-4.069911224,163.8636011,-5.719244957,21.76698112,8.95593071,23.41561268,30.097
57:27.9,-3.564330803,164.2239483,-7.001754761,21.554533,8.944583893,23.18623987,30.1511
57:38.4,-3.007982227,164.6198397,-7.435592175,21.12161255,9.18042469,22.86847441,30.3494
57:48.9,-2.502047063,164.9793399,-7.688966751,20.76199913,9.576377869,22.69534433,30.1691
57:59.4,-1.945369357,165.374439,-8.189682961,20.34897804,9.906090736,22.45043113,30.2232
58:09.9,-1.439190121,165.7333791,-8.595259666,20.17682076,10.04388714,22.34700215,30.2052
58:20.4,-0.882304307,166.1280137,-9.090435028,19.72019768,10.20374966,21.99800601,30.1691
58:30.9,-0.375990788,166.486667,-9.494287491,19.52897453,10.56747437,21.98995392,30.2773
58:41.3,0.180982911,166.8811377,-9.899942398,19.27055359,10.72007561,21.82600088,30.2052
58:51.8,0.687321189,167.2397636,-10.15006161,19.03501129,10.69708347,21.60113858,30.1511
59:02.4,1.244261538,167.634371,-10.59014702,18.70884132,10.78608131,21.34877389,30.1511
59:12.9,1.750515052,167.9932701,-11.11589146,18.27467918,11.19355774,21.16940582,30.1871
59:23.3,2.307301721,168.3883146,-11.63974285,17.95225143,11.24365997,20.90606319,30.2592
59:33.8,2.813360469,168.7477465,-12.25227261,17.81453705,11.5806551,20.95750534,30.2592
59:44.3,3.369872329,169.1435423,-12.80108738,17.5182457,12.17207623,21.02967628,30.115
59:54.8,3.875626066,169.5037938,-13.22715282,17.05620956,12.45128345,20.80196124,30.2052
00:05.4,4.431741349,169.9006414,-13.45647812,16.67403221,12.56458569,20.55324027,30.2773
00:15.9,4.937078871,170.2619857,-13.95852566,16.37176704,13.02404308,20.5840212,30.2412
00:26.4,5.492674633,170.6601858,-14.57125473,16.05415535,13.3815546,20.54825182,30.2052
00:36.9,5.997483669,171.0229098,-14.94628906,15.64680195,13.48610401,20.29165157,30.2412
00:47.4,6.552435259,171.4227901,-15.45786095,15.2951088,13.79575729,20.21893695,30.133
00:57.8,7.05660183,171.7871806,-15.95399857,15.01505661,14.03044128,20.1581549,30.1871
01:08.4,7.610784169,172.1890417,-16.41465759,14.71875763,14.19291306,20.04160546,30.1691
01:18.9,8.114192163,172.555372,-16.93493271,14.40575218,14.09026241,19.72628343,30.1691
01:29.3,8.667475906,172.9595416,-17.35416031,14.13237381,14.16077518,19.56776387,30.2592
01:39.8,9.170009635,173.3281123,-17.89621735,13.92236805,14.19779491,19.42970651,30.2592
01:50.3,9.722264581,173.7349047,-18.1836071,13.61658669,14.35618401,19.32169364,30.3133
02:00.8,10.22380281,174.1060162,-19.04245567,13.40255928,14.82856941,19.50570712,30.1511
02:11.4,10.77489662,174.5157593,-19.36325836,13.1866684,15.17461967,19.61616801,30.2232
02:21.8,11.27531726,174.8896985,-19.76540565,13.03810692,15.61306763,19.84929991,30.2412
02:32.4,11.82511334,175.30272,-19.96953773,12.58326149,16.53938103,20.29581377,30.2592
02:42.8,12.32429089,175.6798147,-20.30492783,12.58362865,16.93622398,20.61258026,30.2052
02:53.3,12.87264921,176.0964563,-20.43379593,12.29512882,17.04821205,20.52749208,30.1511
03:03.8,13.37045559,176.4769934,-20.89084435,11.99685478,16.93053818,20.24047438,30.2052
03:14.3,13.91723273,176.8976101,-21.27459526,11.80829334,17.1326561,20.29012325,30.2052
03:24.8,14.41353476,177.2819176,-21.67245102,11.67517948,17.45178413,20.47442635,30.2412
03:35.3,14.95858386,177.706851,-21.9372406,11.41607285,17.60472679,20.45277204,30.1691
03:45.8,15.45324665,178.0952428,-22.13805008,11.10134792,17.79295921,20.43749674,30.2773
03:56.3,15.99641403,178.5248617,-22.56701279,10.87585735,17.99124146,20.47930735,30.2232
04:06.8,16.48929585,178.9176796,-22.87377357,10.50346088,18.10781097,20.37993462,30.2412
04:17.3,17.03042441,179.3523528,-23.40733337,10.28244877,18.37462234,20.49263686,30.1691
04:27.8,17.52138012,179.7499245,-23.89387131,10.1565876,18.79255295,20.7947697,30.2052
04:38.3,18.06030936,-179.8099755,-24.24946022,9.84172821,18.97732925,20.80262434,30.1511
04:48.8,18.54918698,-179.4072949,-24.75450706,9.705609322,19.17150879,20.90433196,30.1871
04:59.3,19.08574786,-178.9613791,-25.69779968,9.519071579,19.62903023,21.21824101,30.2412
05:09.8,19.57239201,-178.5532207,-25.75007248,9.428126335,19.71923447,21.26000239,30.2412
05:20.3,20.10640864,-178.1011031,-26.05768204,9.102936745,20.65621185,21.98828923,30.1871
05:30.7,20.59065881,-177.6871117,-26.09742355,8.909013748,20.89271927,22.13094713,30.1871
05:41.2,21.12194678,-177.2283689,-26.32512093,8.73980999,21.08330154,22.23881206,30.097
05:51.7,21.60363392,-176.8081893,-26.53857613,8.616394043,21.16465759,22.26311751,30.2412
06:02.2,22.13200711,-176.3423977,-26.82178688,8.332437515,21.51387596,22.48231721,30.2052
06:12.7,22.61095363,-175.9156202,-26.94556808,8.047981262,21.61474991,22.47269116,30.115
06:23.2,23.13621396,-175.44237,-27.25804138,7.81208086,21.74802589,22.51104609,30.2232
06:33.7,23.61223888,-175.0085984,-27.53058243,7.600212097,22.1542244,22.826351,30.3133
06:44.2,24.13418144,-174.5274389,-27.72037125,7.515159607,22.37663078,23.01023376,30.133
06:54.7,24.60709179,-174.0862633,-27.98252106,7.471114159,22.60176277,23.20936678,30.2232
07:05.2,25.12550144,-173.5967436,-28.39982414,7.42674017,23.06455421,23.63747674,30.2052
07:15.7,25.59509914,-173.147768,-28.72436333,7.216591358,23.37533379,23.86966814,30.2052
07:26.2,26.10974877,-172.6494101,-28.95496559,6.890182495,23.6477375,24.03612153,30.1871
07:36.7,26.57582551,-172.1921835,-29.31103516,6.648880959,23.72884941,24.04069211,30.3494
07:47.2,27.08648461,-171.6845366,-29.5363369,6.442849636,24.06755447,24.31503964,30.1511
07:57.8,27.54882182,-171.218622,-29.861166,6.404721737,24.14097023,24.37100199,30.1511
08:08.4,28.05524107,-170.7011669,-30.20616531,6.206327915,24.22005272,24.39104948,30.1691
08:18.9,28.51360824,-170.2261273,-30.33585167,6.045376301,24.31896973,24.4463292,30.2232
08:29.4,29.01553152,-169.6983722,-30.634655,5.975295544,24.56069374,24.66368137,30.3494
08:39.9,29.4696947,-169.2137293,-30.96105385,5.971297264,24.7289238,24.8236784,30.0609
08:50.4,29.96685393,-168.6751552,-31.37767982,5.637523174,24.97263718,24.98072447,30.2412
09:00.9,30.41655358,-168.1804583,-31.46152878,5.507898331,25.12578964,25.10340057,30.2052
09:11.4,30.9086653,-167.6305461,-31.1614151,5.382236004,25.15954971,25.11593102,30.2412
09:21.9,31.35364871,-167.125276,-31.58356285,5.330420017,25.29968452,25.23695409,30.1691
09:32.4,31.8404158,-166.5634929,-31.99547577,5.137087822,25.66806602,25.55863472,30.2412
09:42.9,32.28039951,-166.0471853,-32.33215714,4.864468098,25.87060928,25.70251578,30.1871
09:53.3,32.76151462,-165.4729713,-32.67546844,4.74864769,26.10870361,25.91406164,30.2232
10:03.9,33.19621176,-164.9451206,-32.89998627,4.761940956,26.42631149,26.2321565,30.133
10:14.4,33.67134704,-164.3579292,-33.20701981,4.667603016,26.59981728,26.3842714,30.2052
10:24.9,34.10045709,-163.8180301,-33.450737,4.609320164,26.63985252,26.40978678,30.3674
10:35.3,34.56927103,-163.2172877,-33.79833603,4.472986698,27.23467636,26.98030523,30.2052
10:45.8,34.99247297,-162.664821,-33.91344452,4.317086697,27.51273346,27.23369779,30.2232
10:56.3,35.4546104,-162.049981,-34.34233856,4.084449291,27.76687241,27.44703246,30.2773
11:06.8,35.87157295,-161.4844277,-34.67296982,3.937915564,27.87110901,27.52513263,30.2052
11:17.3,36.32665821,-160.8549165,-35.01858521,3.80988121,28.18356705,27.81744167,30.2052
11:27.8,36.73703647,-160.2757574,-35.21442413,3.718202353,28.22540665,27.84392546,30.1871
11:38.2,37.18467682,-159.6310012,-35.51606369,3.708610535,28.36951637,27.98333768,30.2412
11:48.8,37.58810195,-159.037731,-35.75590897,3.537354469,28.5271492,28.11681364,30.2773
11:59.2,38.027891,-158.3771561,-36.15684509,3.307091236,28.81065559,28.36959434,30.2232
12:09.8,38.42398391,-157.7692692,-36.41740036,3.263225794,28.9310379,28.48220842,30.2052
12:20.2,38.85548794,-157.0923292,-36.58960342,3.062789202,29.47258949,29.00731986,30.1691
12:30.7,39.2438525,-156.4693066,-37.01097107,2.923455238,29.90902901,29.42933291,30.1691
12:41.2,39.66662755,-155.775455,-37.25672913,2.698312044,30.14290237,29.64150337,30.1511
12:51.7,40.0468471,-155.1368187,-37.35872269,2.680101156,30.37823296,29.87743726,30.133
